country,country_code,country_iso,prefix,voice_rate_in_usd,voice_unit_in_seconds
India,91,IND,919099,0.0357,60
India,91,IND,919100,0.0357,60
India,91,IND,919102,0.0357,60
India,91,IND,919108,0.0357,60
India,91,IND,919109,0.0357,60
India,91,IND,919110,0.0357,60
India,91,IND,919111,0.0357,60
India,91,IND,919112,0.0357,60
India,91,IND,919114,0.0357,60
India,91,IND,919117,0.0357,60
India,91,IND,919122,0.0357,60
India,91,IND,919124,0.0357,60
India,91,IND,919125,0.0357,60
India,91,IND,919126,0.0357,60
India,91,IND,919127,0.0357,60
India,91,IND,919128,0.0357,60
India,91,IND,919129,0.0357,60
India,91,IND,919131,0.0357,60
India,91,IND,919132,0.0357,60
India,91,IND,919133,0.0357,60
India,91,IND,919135,0.0357,60
India,91,IND,919136,0.0357,60
India,91,IND,919137,0.0357,60
India,91,IND,919138,0.0357,60
India,91,IND,919141,0.0357,60
India,91,IND,919142,0.0357,60
India,91,IND,919143,0.0357,60
India,91,IND,919144,0.0357,60
India,91,IND,919145,0.0357,60
India,91,IND,919146,0.0357,60
India,91,IND,919148,0.0357,60
India,91,IND,919149,0.0357,60
India,91,IND,919150,0.0357,60
India,91,IND,919153,0.0357,60
India,91,IND,919158,0.0357,60
India,91,IND,919159,0.0357,60
India,91,IND,919160,0.0357,60
India,91,IND,919161,0.0357,60
India,91,IND,919162,0.0357,60
India,91,IND,919163,0.0357,60
India,91,IND,919164,0.0357,60
India,91,IND,919165,0.0357,60
India,91,IND,919166,0.0357,60
India,91,IND,919167,0.0357,60
India,91,IND,919168,0.0357,60
India,91,IND,91917,0.0357,60
India,91,IND,919171,0.0357,60
India,91,IND,919172,0.0357,60
India,91,IND,919173,0.0357,60
India,91,IND,919174,0.0357,60
India,91,IND,919175,0.0357,60
India,91,IND,919176,0.0357,60
India,91,IND,919177,0.0357,60
India,91,IND,919178,0.0357,60
India,91,IND,919179,0.0357,60
India,91,IND,919180,0.0357,60
India,91,IND,919181,0.0357,60
India,91,IND,919182,0.0357,60
India,91,IND,919183,0.0357,60
India,91,IND,919184,0.0357,60
India,91,IND,919185,0.0357,60
India,91,IND,919186,0.0357,60
India,91,IND,919189,0.0357,60
India,91,IND,919190,0.0357,60
India,91,IND,919192,0.0357,60
India,91,IND,919193,0.0357,60
India,91,IND,919194,0.0357,60
India,91,IND,919195,0.0357,60
India,91,IND,919196,0.0357,60
India,91,IND,919197,0.0357,60
India,91,IND,919198,0.0357,60
India,91,IND,919199,0.0357,60
India,91,IND,9192,0.0357,60
India,91,IND,9193,0.0357,60
India,91,IND,919400,0.0357,60
India,91,IND,919401,0.0357,60
India,91,IND,919402,0.0357,60
India,91,IND,919403,0.0357,60
India,91,IND,919404,0.0357,60
India,91,IND,919405,0.0357,60
India,91,IND,919406,0.0357,60
India,91,IND,919407,0.0357,60
India,91,IND,919408,0.0357,60
India,91,IND,9194090,0.0357,60
India,91,IND,9194091,0.0357,60
India,91,IND,9194092,0.0357,60
India,91,IND,9194093,0.0357,60
India,91,IND,9194094,0.0357,60
India,91,IND,91941,0.0357,60
India,91,IND,91942,0.0357,60
India,91,IND,91943,0.0357,60
India,91,IND,91944,0.0357,60
India,91,IND,91945,0.0357,60
India,91,IND,91946,0.0357,60
India,91,IND,91947,0.0357,60
India,91,IND,919480,0.0357,60
India,91,IND,919481,0.0357,60
India,91,IND,919482,0.0357,60
India,91,IND,919483,0.0357,60
India,91,IND,9194850,0.0357,60
India,91,IND,9194851,0.0357,60
India,91,IND,919486,0.0357,60
India,91,IND,919487,0.0357,60
India,91,IND,919488,0.0357,60
India,91,IND,919489,0.0357,60
India,91,IND,919490,0.0357,60
India,91,IND,919491,0.0357,60
India,91,IND,919492,0.0357,60
India,91,IND,919493,0.0357,60
India,91,IND,919494,0.0357,60
India,91,IND,919495,0.0357,60
India,91,IND,919496,0.0357,60
India,91,IND,919497,0.0357,60
India,91,IND,9194980,0.0357,60
India,91,IND,9194981,0.0357,60
India,91,IND,9195,0.0357,60
India,91,IND,919530,0.0357,60
India,91,IND,9195310,0.0357,60
India,91,IND,9195315,0.0357,60
India,91,IND,9195316,0.0357,60
India,91,IND,9195317,0.0357,60
India,91,IND,9195318,0.0357,60
India,91,IND,919532,0.0357,60
India,91,IND,919534,0.0357,60
India,91,IND,919535,0.0357,60
India,91,IND,919536,0.0357,60
India,91,IND,919537,0.0357,60
India,91,IND,919538,0.0357,60
India,91,IND,919539,0.0357,60
India,91,IND,919545,0.0357,60
India,91,IND,919546,0.0357,60
India,91,IND,919547,0.0357,60
India,91,IND,919549,0.0357,60
India,91,IND,919554,0.0357,60
India,91,IND,919564,0.0357,60
India,91,IND,919565,0.0357,60
India,91,IND,919570,0.0357,60
India,91,IND,919581,0.0357,60
India,91,IND,919582,0.0357,60
India,91,IND,919583,0.0357,60
India,91,IND,919584,0.0357,60
India,91,IND,919585,0.0357,60
India,91,IND,919586,0.0357,60
India,91,IND,919587,0.0357,60
India,91,IND,919589,0.0357,60
India,91,IND,919593,0.0357,60
India,91,IND,9196,0.0357,60
India,91,IND,919609,0.0357,60
India,91,IND,919610,0.0357,60
India,91,IND,919611,0.0357,60
India,91,IND,919612,0.0357,60
India,91,IND,919618,0.0357,60
India,91,IND,919619,0.0357,60
India,91,IND,919620,0.0357,60
India,91,IND,919621,0.0357,60
India,91,IND,919622,0.0357,60
India,91,IND,919626,0.0357,60
India,91,IND,919627,0.0357,60
India,91,IND,919628,0.0357,60
India,91,IND,919629,0.0357,60
India,91,IND,919637,0.0357,60
India,91,IND,919638,0.0357,60
India,91,IND,919642,0.0357,60
India,91,IND,919643,0.0357,60
India,91,IND,919645,0.0357,60
India,91,IND,919646,0.0357,60
India,91,IND,919647,0.0357,60
India,91,IND,919648,0.0357,60
India,91,IND,919649,0.0357,60
India,91,IND,919654,0.0357,60
India,91,IND,919655,0.0357,60
India,91,IND,919670,0.0357,60
India,91,IND,919671,0.0357,60
India,91,IND,919672,0.0357,60
India,91,IND,919673,0.0357,60
India,91,IND,919674,0.0357,60
India,91,IND,919675,0.0357,60
India,91,IND,919676,0.0357,60
India,91,IND,919677,0.0357,60
India,91,IND,919678,0.0357,60
India,91,IND,919679,0.0357,60
India,91,IND,919682,0.0357,60
India,91,IND,919683,0.0357,60
India,91,IND,919684,0.0357,60
India,91,IND,919687,0.0357,60
India,91,IND,919695,0.0357,60
India,91,IND,9197,0.0357,60
India,91,IND,919701,0.0357,60
India,91,IND,919703,0.0357,60
India,91,IND,919704,0.0357,60
India,91,IND,919706,0.0357,60
India,91,IND,919709,0.0357,60
India,91,IND,919711,0.0357,60
India,91,IND,919712,0.0357,60
India,91,IND,919713,0.0357,60
India,91,IND,919717,0.0357,60
India,91,IND,919719,0.0357,60
India,91,IND,919720,0.0357,60
India,91,IND,919721,0.0357,60
India,91,IND,919724,0.0357,60
India,91,IND,919725,0.0357,60
India,91,IND,919726,0.0357,60
India,91,IND,919727,0.0357,60
India,91,IND,919729,0.0357,60
India,91,IND,919730,0.0357,60
India,91,IND,919731,0.0357,60
India,91,IND,919732,0.0357,60
India,91,IND,919733,0.0357,60
India,91,IND,919734,0.0357,60
India,91,IND,919735,0.0357,60
India,91,IND,919736,0.0357,60
India,91,IND,919739,0.0357,60
India,91,IND,91974,0.0357,60
India,91,IND,919742,0.0357,60
India,91,IND,919745,0.0357,60
India,91,IND,919751,0.0357,60
India,91,IND,919752,0.0357,60
India,91,IND,919755,0.0357,60
India,91,IND,919758,0.0357,60
India,91,IND,919759,0.0357,60
India,91,IND,919760,0.0357,60
India,91,IND,919761,0.0357,60
India,91,IND,919764,0.0357,60
India,91,IND,919765,0.0357,60
India,91,IND,919766,0.0357,60
India,91,IND,919769,0.0357,60
India,91,IND,919771,0.0357,60
India,91,IND,919772,0.0357,60
India,91,IND,919774,0.0357,60
India,91,IND,919775,0.0357,60
India,91,IND,919776,0.0357,60
India,91,IND,919777,0.0357,60
India,91,IND,919779,0.0357,60
India,91,IND,919780,0.0357,60
India,91,IND,919783,0.0357,60
India,91,IND,919784,0.0357,60
India,91,IND,919786,0.0357,60
India,91,IND,919787,0.0357,60
India,91,IND,919789,0.0357,60
India,91,IND,91979,0.0357,60
India,91,IND,919792,0.0357,60
India,91,IND,919796,0.0357,60
India,91,IND,9198,0.0357,60
India,91,IND,919800,0.0357,60
India,91,IND,919801,0.0357,60
India,91,IND,919805,0.0357,60
India,91,IND,919811,0.0357,60
India,91,IND,919813,0.0357,60
India,91,IND,919819,0.0357,60
India,91,IND,919820,0.0357,60
India,91,IND,919823,0.0357,60
India,91,IND,919825,0.0357,60
India,91,IND,919828,0.0357,60
India,91,IND,919829,0.0357,60
India,91,IND,919830,0.0357,60
India,91,IND,919831,0.0357,60
India,91,IND,919833,0.0357,60
India,91,IND,919836,0.0357,60
India,91,IND,919838,0.0357,60
India,91,IND,919839,0.0357,60
India,91,IND,919843,0.0357,60
India,91,IND,919846,0.0357,60
India,91,IND,919873,0.0357,60
India,91,IND,919874,0.0357,60
India,91,IND,919879,0.0357,60
India,91,IND,919880,0.0357,60
India,91,IND,9198804,0.0357,60
India,91,IND,919884,0.0357,60
India,91,IND,919885,0.0357,60
India,91,IND,919886,0.0357,60
India,91,IND,919888,0.0357,60
India,91,IND,919899,0.0357,60
India,91,IND,9199,0.0357,60
India,91,IND,919909,0.0357,60
India,91,IND,919910,0.0357,60
India,91,IND,919913,0.0357,60
India,91,IND,919915,0.0357,60
India,91,IND,919916,0.0357,60
India,91,IND,919918,0.0357,60
India,91,IND,919919,0.0357,60
India,91,IND,919920,0.0357,60
India,91,IND,919923,0.0357,60
India,91,IND,919925,0.0357,60
India,91,IND,919928,0.0357,60
India,91,IND,919929,0.0357,60
India,91,IND,919930,0.0357,60
India,91,IND,919943,0.0357,60
India,91,IND,919946,0.0357,60
India,91,IND,919953,0.0357,60
India,91,IND,919962,0.0357,60
India,91,IND,919966,0.0357,60
India,91,IND,919978,0.0357,60
India,91,IND,919979,0.0357,60
India,91,IND,919980,0.0357,60
India,91,IND,919981,0.0357,60
India,91,IND,919982,0.0357,60
India,91,IND,919983,0.0357,60
India,91,IND,919984,0.0357,60
India,91,IND,919985,0.0357,60
India,91,IND,919986,0.0357,60
India,91,IND,919987,0.0357,60
India,91,IND,919988,0.0357,60
India,91,IND,919989,0.0357,60
India,91,IND,919991,0.0357,60
India,91,IND,919999,0.0357,60
Ireland,353,IRL,353,0.0126,60
Ireland,353,IRL,3531,0.0126,60
Ireland,353,IRL,35376,0.1341,60
Ireland,353,IRL,3538,0.0643,60
Ireland,353,IRL,353818,0.4612,60
Ireland,353,IRL,35383,0.0643,60
Ireland,353,IRL,35385,0.1027,60
Ireland,353,IRL,35386,0.0887,60
Ireland,353,IRL,35387,0.0643,60
Ireland,353,IRL,3538941,0.0811,60
Ireland,353,IRL,3538942,0.0811,60
Ireland,353,IRL,3538943,0.0811,60
Ireland,353,IRL,3538944,0.0811,60
Ireland,353,IRL,3538945,0.0811,60
Ireland,353,IRL,3538946,0.0811,60
Ireland,353,IRL,3538947,0.0811,60
Ireland,353,IRL,35389541,0.0811,60
Ireland,353,IRL,35389542,0.0811,60
Ireland,353,IRL,35389543,0.0811,60
Ireland,353,IRL,35389544,0.0811,60
Ireland,353,IRL,35389545,0.0811,60
Ireland,353,IRL,35389546,0.0811,60
Ireland,353,IRL,35389547,0.0811,60
Iran,98,IRN,98,0.1339,60
Iran,98,IRN,9821,0.10725,60
Iran,98,IRN,989,0.1623,60
Iran,98,IRN,98901,0.1599,60
Iran,98,IRN,98902,0.1599,60
Iran,98,IRN,98903,0.1599,60
Iran,98,IRN,9891,0.159,60
Iran,98,IRN,98920,0.1599,60
Iran,98,IRN,98921,0.1599,60
Iran,98,IRN,98922,0.1599,60
Iran,98,IRN,9893,0.1599,60
Iran,98,IRN,98930,0.1599,60
Iran,98,IRN,98933,0.1599,60
Iran,98,IRN,98935,0.1599,60
Iran,98,IRN,98936,0.1599,60
Iran,98,IRN,98937,0.1599,60
Iran,98,IRN,98938,0.1599,60
Iran,98,IRN,98939,0.1599,60
Iraq,964,IRQ,964,0.1722,60
Iraq,964,IRQ,9641,0.1722,60
Iraq,964,IRQ,96453,0.1722,60
Iraq,964,IRQ,96460,0.1722,60
Iraq,964,IRQ,96462,0.2057,60
Iraq,964,IRQ,96466,0.2057,60
Iraq,964,IRQ,9647,0.2958,60
Iraq,964,IRQ,9647400,0.1716,60
Iraq,964,IRQ,9647401,0.1716,60
Iraq,964,IRQ,96475,0.2873,60
Iraq,964,IRQ,96477,0.2932,60
Iraq,964,IRQ,96478,0.2932,60
Iraq,964,IRQ,96479,0.2932,60
Iceland,354,ISL,354,0.0252,60
Iceland,354,ISL,354385,0.0479,60
Iceland,354,ISL,354388,0.0479,60
Iceland,354,ISL,354389,0.0479,60
Iceland,354,ISL,35461,0.0479,60
Iceland,354,ISL,354611,0.0479,60
Iceland,354,ISL,35462,0.0479,60
Iceland,354,ISL,354630,0.0479,60
Iceland,354,ISL,354631,0.0479,60
Iceland,354,ISL,354632,0.0479,60
Iceland,354,ISL,354637,0.0479,60
Iceland,354,ISL,35464,0.0479,60
Iceland,354,ISL,354647,0.0479,60
Iceland,354,ISL,354650,0.0479,60
Iceland,354,ISL,354651,0.0479,60
Iceland,354,ISL,354659,0.0479,60
Iceland,354,ISL,35466,0.0479,60
Iceland,354,ISL,35467,0.0479,60
Iceland,354,ISL,35468,0.0479,60
Iceland,354,ISL,35469,0.06825,60
Iceland,354,ISL,3547,0.06825,60
Iceland,354,ISL,35475,0.0479,60
Iceland,354,ISL,35477,0.0479,60
Iceland,354,ISL,354780,0.0479,60
Iceland,354,ISL,354781,0.0479,60
Iceland,354,ISL,354782,0.0479,60
Iceland,354,ISL,354783,0.0479,60
Iceland,354,ISL,354820,0.0479,60
Iceland,354,ISL,354821,0.0479,60
Iceland,354,ISL,354822,0.0479,60
Iceland,354,ISL,354823,0.0479,60
Iceland,354,ISL,354824,0.0479,60
Iceland,354,ISL,354825,0.0479,60
Iceland,354,ISL,354826,0.0479,60
Iceland,354,ISL,354827,0.0479,60
Iceland,354,ISL,354828,0.0479,60
Iceland,354,ISL,354829,0.0479,60
Iceland,354,ISL,35483,0.0479,60
Iceland,354,ISL,35484,0.0479,60
Iceland,354,ISL,35485,0.0479,60
Iceland,354,ISL,35486,0.06825,60
Iceland,354,ISL,35487,0.0479,60
Iceland,354,ISL,35488,0.0479,60
Iceland,354,ISL,35489,0.0479,60
Israel,972,ISR,972,0.0172,60
Israel,972,ISR,9721515,0.0552,60
Israel,972,ISR,9721535,0.0552,60
Israel,972,ISR,97222,0.215,60
Israel,972,ISR,97242,0.215,60
Israel,972,ISR,97250,0.0552,60
Israel,972,ISR,97251,0.0552,60
Israel,972,ISR,97252,0.0552,60
Israel,972,ISR,97253,0.0552,60
Israel,972,ISR,972535,0.023,60
Israel,972,ISR,97254,0.0552,60
Israel,972,ISR,97255,0.0552,60
Israel,972,ISR,97256,0.2499,60
Israel,972,ISR,97257,0.0552,60
Israel,972,ISR,97258,0.0552,60
Israel,972,ISR,97259,0.2499,60
Israel,972,ISR,97282,0.215,60
Israel,972,ISR,97292,0.215,60
Italy,39,ITA,39,0.012,60
Italy,39,ITA,393,0.09736,60
Italy,39,ITA,39310,0.31941,60
Italy,39,ITA,39313,0.31122,60
Italy,39,ITA,39319,0.45,60
Italy,39,ITA,393199,0.273,60
Italy,39,ITA,3932,0.09114,60
Italy,39,ITA,39320,0.2886,60
Italy,39,ITA,39324,0.27677,60
Italy,39,ITA,39327,0.2159,60
Italy,39,ITA,39328,0.27677,60
Italy,39,ITA,39329,0.27677,60
Italy,39,ITA,3933,0.04017,60
Italy,39,ITA,39330,0.24909,60
Italy,39,ITA,39331,0.27405,60
Italy,39,ITA,39333,0.25701,60
Italy,39,ITA,39334,0.25701,60
Italy,39,ITA,39335,0.25701,60
Italy,39,ITA,39337,0.26001,60
Italy,39,ITA,39338,0.277,60
Italy,39,ITA,39339,0.25701,60
Italy,39,ITA,3934,0.2619,60
Italy,39,ITA,39346,0.09672,60
Italy,39,ITA,39347,0.26195,60
Italy,39,ITA,39350,1.47459,60
Italy,39,ITA,39351,0.09295,60
Italy,39,ITA,3936,0.04017,60
Italy,39,ITA,39360,0.314,60
Italy,39,ITA,39366,0.25701,60
Italy,39,ITA,39368,0.308,60
Italy,39,ITA,39370,0.09399,60
Italy,39,ITA,393711,0.20787,60
Italy,39,ITA,39373,0.27677,60
Italy,39,ITA,39377,0.311,60
Italy,39,ITA,3938,0.09114,60
Italy,39,ITA,39380,0.27977,60
Italy,39,ITA,39381,1.47459,60
Italy,39,ITA,39382,0.09763,60
Italy,39,ITA,39383,0.09114,60
Italy,39,ITA,39388,0.27677,60
Italy,39,ITA,39389,0.27677,60
Italy,39,ITA,39390,0.27014,60
Italy,39,ITA,39391,0.27014,60
Italy,39,ITA,39392,0.32162,60
Italy,39,ITA,39393,0.27832,60
Italy,39,ITA,39397,0.27014,60
Italy,39,ITA,395500639,0.34386,60
Italy,39,ITA,395524680,0.45,60
Jamaica,1876,JAM,1876,0.15955,60
Jamaica,1876,JAM,1876210,0.22455,60
Jamaica,1876,JAM,187624,0.2018,60
Jamaica,1876,JAM,187625,0.2018,60
Jamaica,1876,JAM,187626,0.2018,60
Jamaica,1876,JAM,1876275,0.2018,60
Jamaica,1876,JAM,1876276,0.2018,60
Jamaica,1876,JAM,1876277,0.2018,60
Jamaica,1876,JAM,1876278,0.2018,60
Jamaica,1876,JAM,1876279,0.2018,60
Jamaica,1876,JAM,187628,0.2018,60
Jamaica,1876,JAM,187629,0.2018,60
Jamaica,1876,JAM,187630,0.2018,60
Jamaica,1876,JAM,1876301,0.2999,60
Jamaica,1876,JAM,1876302,0.2999,60
Jamaica,1876,JAM,1876303,0.2999,60
Jamaica,1876,JAM,1876304,0.2999,60
Jamaica,1876,JAM,1876305,0.2999,60
Jamaica,1876,JAM,1876306,0.2999,60
Jamaica,1876,JAM,1876307,0.2999,60
Jamaica,1876,JAM,1876308,0.2999,60
Jamaica,1876,JAM,1876309,0.2999,60
Jamaica,1876,JAM,187631,0.15955,60
Jamaica,1876,JAM,1876310,0.22455,60
Jamaica,1876,JAM,1876312,0.22455,60
Jamaica,1876,JAM,1876313,0.22455,60
Jamaica,1876,JAM,1876314,0.22455,60
Jamaica,1876,JAM,1876315,0.22455,60
Jamaica,1876,JAM,1876316,0.22455,60
Jamaica,1876,JAM,1876317,0.22455,60
Jamaica,1876,JAM,1876318,0.22455,60
Jamaica,1876,JAM,1876319,0.22455,60
Jamaica,1876,JAM,187632,0.22455,60
Jamaica,1876,JAM,187633,0.22455,60
Jamaica,1876,JAM,187634,0.22455,60
Jamaica,1876,JAM,187635,0.2018,60
Jamaica,1876,JAM,187636,0.2018,60
Jamaica,1876,JAM,187637,0.2018,60
Jamaica,1876,JAM,187638,0.2018,60
Jamaica,1876,JAM,187639,0.2018,60
Jamaica,1876,JAM,18764,0.15955,60
Jamaica,1876,JAM,1876401,0.2018,60
Jamaica,1876,JAM,1876402,0.2018,60
Jamaica,1876,JAM,1876403,0.2018,60
Jamaica,1876,JAM,1876404,0.2018,60
Jamaica,1876,JAM,1876405,0.2018,60
Jamaica,1876,JAM,1876406,0.2018,60
Jamaica,1876,JAM,1876407,0.2018,60
Jamaica,1876,JAM,1876408,0.2018,60
Jamaica,1876,JAM,1876409,0.2018,60
Jamaica,1876,JAM,187641,0.2018,60
Jamaica,1876,JAM,187642,0.2018,60
Jamaica,1876,JAM,187643,0.2018,60
Jamaica,1876,JAM,187644,0.2018,60
Jamaica,1876,JAM,187645,0.2018,60
Jamaica,1876,JAM,187646,0.2018,60
Jamaica,1876,JAM,187647,0.2018,60
Jamaica,1876,JAM,187648,0.2018,60
Jamaica,1876,JAM,187649,0.2018,60
Jamaica,1876,JAM,1876501,0.22455,60
Jamaica,1876,JAM,1876502,0.22455,60
Jamaica,1876,JAM,1876503,0.2018,60
Jamaica,1876,JAM,1876504,0.2018,60
Jamaica,1876,JAM,1876505,0.2018,60
Jamaica,1876,JAM,1876506,0.2018,60
Jamaica,1876,JAM,1876507,0.2018,60
Jamaica,1876,JAM,1876508,0.2018,60
Jamaica,1876,JAM,1876509,0.2018,60
Jamaica,1876,JAM,1876510,0.22455,60
Jamaica,1876,JAM,1876512,0.22455,60
Jamaica,1876,JAM,1876513,0.22455,60
Jamaica,1876,JAM,1876517,0.22455,60
Jamaica,1876,JAM,1876518,0.22455,60
Jamaica,1876,JAM,1876519,0.22455,60
Jamaica,1876,JAM,1876520,0.2018,60
Jamaica,1876,JAM,1876521,0.2018,60
Jamaica,1876,JAM,1876522,0.2018,60
Jamaica,1876,JAM,1876524,0.2018,60
Jamaica,1876,JAM,1876527,0.2018,60
Jamaica,1876,JAM,1876528,0.2018,60
Jamaica,1876,JAM,1876529,0.2018,60
Jamaica,1876,JAM,187653,0.22455,60
Jamaica,1876,JAM,187654,0.22455,60
Jamaica,1876,JAM,187655,0.2018,60
Jamaica,1876,JAM,1876550,0.2999,60
Jamaica,1876,JAM,1876551,0.2999,60
Jamaica,1876,JAM,1876552,0.2999,60
Jamaica,1876,JAM,1876553,0.2999,60
Jamaica,1876,JAM,1876554,0.2999,60
Jamaica,1876,JAM,1876556,0.2999,60
Jamaica,1876,JAM,1876557,0.2999,60
Jamaica,1876,JAM,1876558,0.2999,60
Jamaica,1876,JAM,1876559,0.2999,60
Jamaica,1876,JAM,187656,0.15955,60
Jamaica,1876,JAM,1876560,0.2018,60
Jamaica,1876,JAM,1876561,0.2018,60
Jamaica,1876,JAM,1876562,0.2018,60
Jamaica,1876,JAM,1876563,0.22455,60
Jamaica,1876,JAM,1876564,0.2018,60
Jamaica,1876,JAM,1876565,0.2018,60
Jamaica,1876,JAM,1876566,0.2018,60
Jamaica,1876,JAM,1876567,0.2018,60
Jamaica,1876,JAM,1876568,0.2018,60
Jamaica,1876,JAM,1876569,0.2018,60
Jamaica,1876,JAM,187657,0.2018,60
Jamaica,1876,JAM,187658,0.2018,60
Jamaica,1876,JAM,187659,0.2018,60
Jamaica,1876,JAM,1876618,0.2018,60
Jamaica,1876,JAM,1876619,0.2018,60
Jamaica,1876,JAM,1876648,0.2018,60
Jamaica,1876,JAM,1876649,0.2018,60
Jamaica,1876,JAM,1876665,0.2018,60
Jamaica,1876,JAM,1876666,0.2018,60
Jamaica,1876,JAM,1876667,0.2018,60
Jamaica,1876,JAM,1876668,0.2018,60
Jamaica,1876,JAM,1876669,0.2018,60
Jamaica,1876,JAM,1876700,0.22455,60
Jamaica,1876,JAM,1876707,0.22455,60
Jamaica,1876,JAM,187677,0.22455,60
Jamaica,1876,JAM,1876781,0.22455,60
Jamaica,1876,JAM,1876782,0.22455,60
Jamaica,1876,JAM,1876783,0.22455,60
Jamaica,1876,JAM,1876784,0.22455,60
Jamaica,1876,JAM,1876787,0.22455,60
Jamaica,1876,JAM,1876788,0.22455,60
Jamaica,1876,JAM,1876789,0.22455,60
Jamaica,1876,JAM,1876790,0.22455,60
Jamaica,1876,JAM,1876791,0.22455,60
Jamaica,1876,JAM,1876792,0.22455,60
Jamaica,1876,JAM,1876793,0.22455,60
Jamaica,1876,JAM,1876796,0.22455,60
Jamaica,1876,JAM,1876797,0.22455,60
Jamaica,1876,JAM,1876798,0.22455,60
Jamaica,1876,JAM,1876799,0.22455,60
Jamaica,1876,JAM,1876801,0.22455,60
Jamaica,1876,JAM,1876802,0.22455,60
Jamaica,1876,JAM,1876803,0.22455,60
Jamaica,1876,JAM,1876804,0.22455,60
Jamaica,1876,JAM,1876805,0.22455,60
Jamaica,1876,JAM,1876806,0.22455,60
Jamaica,1876,JAM,1876807,0.22455,60
Jamaica,1876,JAM,1876808,0.22455,60
Jamaica,1876,JAM,1876809,0.22455,60
Jamaica,1876,JAM,187681,0.15955,60
Jamaica,1876,JAM,1876810,0.22455,60
Jamaica,1876,JAM,1876812,0.22455,60
Jamaica,1876,JAM,1876813,0.22455,60
Jamaica,1876,JAM,1876814,0.22455,60
Jamaica,1876,JAM,1876815,0.22455,60
Jamaica,1876,JAM,1876816,0.22455,60
Jamaica,1876,JAM,1876817,0.22455,60
Jamaica,1876,JAM,1876818,0.22455,60
Jamaica,1876,JAM,1876819,0.22455,60
Jamaica,1876,JAM,187682,0.22455,60
Jamaica,1876,JAM,187683,0.22455,60
Jamaica,1876,JAM,187684,0.2018,60
Jamaica,1876,JAM,187685,0.2018,60
Jamaica,1876,JAM,187686,0.2018,60
Jamaica,1876,JAM,187687,0.2018,60
Jamaica,1876,JAM,187688,0.2018,60
Jamaica,1876,JAM,187689,0.2018,60
Jamaica,1876,JAM,1876909,0.22455,60
Jamaica,1876,JAM,1876919,0.22455,60
Jamaica,1876,JAM,1876990,0.22455,60
Jamaica,1876,JAM,1876995,0.22455,60
Jamaica,1876,JAM,1876997,0.22455,60
Jamaica,1876,JAM,1876999,0.22455,60
Jersey,44,JEY,441534,0.021,60
Jersey,44,JEY,447509,0.39375,60
Jersey,44,JEY,447797,0.39375,60
Jersey,44,JEY,447937,0.39375,60
Jordan,962,JOR,962,0.1638,60
Jordan,962,JOR,9626,0.1638,60
Jordan,962,JOR,96275,0.1453,60
Jordan,962,JOR,96277,0.1885,60
Jordan,962,JOR,96278,0.1898,60
Jordan,962,JOR,96279,0.1898,60
Japan,81,JPN,81,0.0382,60
Japan,81,JPN,813,0.0399,60
Japan,81,JPN,8150,0.0382,60
Japan,81,JPN,8170,0.1419,60
Japan,81,JPN,8180,0.1419,60
Japan,81,JPN,81803,0.1419,60
Japan,81,JPN,81804,0.1419,60
Japan,81,JPN,8180818,0.503,60
Japan,81,JPN,818091,0.1419,60
Japan,81,JPN,818094,0.1419,60
Japan,81,JPN,818096,0.1419,60
Japan,81,JPN,818097,0.1419,60
Japan,81,JPN,8190,0.1419,60
Japan,81,JPN,819013,0.1419,60
Japan,81,JPN,819017,0.1419,60
Japan,81,JPN,819028,0.1419,60
Japan,81,JPN,8190292,0.1419,60
Japan,81,JPN,8190295,0.1419,60
Japan,81,JPN,8190296,0.1419,60
Japan,81,JPN,8190297,0.1419,60
Japan,81,JPN,8190298,0.1419,60
Japan,81,JPN,8190299,0.1419,60
Japan,81,JPN,8190341,0.1419,60
Japan,81,JPN,8190342,0.1419,60
Japan,81,JPN,8190390,0.1419,60
Japan,81,JPN,8190391,0.1419,60
Japan,81,JPN,8190392,0.1419,60
Japan,81,JPN,8190393,0.1419,60
Japan,81,JPN,8190394,0.1419,60
Japan,81,JPN,8190395,0.1419,60
Japan,81,JPN,8190396,0.1419,60
Japan,81,JPN,8190397,0.1419,60
Japan,81,JPN,8190410,0.1419,60
Japan,81,JPN,8190426,0.1419,60
Japan,81,JPN,8190427,0.1419,60
Japan,81,JPN,8190428,0.1419,60
Japan,81,JPN,8190429,0.1419,60
Japan,81,JPN,819060,0.1419,60
Japan,81,JPN,819064,0.1419,60
Japan,81,JPN,819065,0.1419,60
Japan,81,JPN,8190660,0.1419,60
Japan,81,JPN,8190661,0.1419,60
Japan,81,JPN,8190662,0.1419,60
Japan,81,JPN,8190663,0.1419,60
Japan,81,JPN,8190664,0.1419,60
Japan,81,JPN,8190665,0.1419,60
Japan,81,JPN,8190666,0.1419,60
Japan,81,JPN,8190667,0.1419,60
Japan,81,JPN,8190668,0.1419,60
Japan,81,JPN,8190807,0.1419,60
Japan,81,JPN,8190809,0.1419,60
Japan,81,JPN,8190834,0.1419,60
Japan,81,JPN,8190835,0.1419,60
Japan,81,JPN,8190840,0.1419,60
Japan,81,JPN,8190845,0.1419,60
Japan,81,JPN,8190846,0.1419,60
Japan,81,JPN,8190847,0.1419,60
Japan,81,JPN,8190848,0.1419,60
Japan,81,JPN,8190849,0.1419,60
