country,country_code,country_iso,prefix,voice_rate_in_usd,voice_unit_in_seconds
Spain,34,ESP,346940,0.0301,60
Spain,34,ESP,346944,0.0301,60
Spain,34,ESP,34695,0.0301,60
Spain,34,ESP,34696,0.0301,60
Spain,34,ESP,34697,0.0301,60
Spain,34,ESP,346980,0.0301,60
Spain,34,ESP,346981,0.0301,60
Spain,34,ESP,346982,0.0301,60
Spain,34,ESP,346983,0.0301,60
Spain,34,ESP,346984,0.0301,60
Spain,34,ESP,346985,0.0301,60
Spain,34,ESP,346986,0.0301,60
Spain,34,ESP,346987,0.0301,60
Spain,34,ESP,346988,0.0301,60
Spain,34,ESP,346989,0.0301,60
Spain,34,ESP,34699,0.0301,60
Spain,34,ESP,347,0.0182,60
Spain,34,ESP,3471,0.0301,60
Spain,34,ESP,347111,0.0301,60
Spain,34,ESP,347117,0.0301,60
Spain,34,ESP,347170,0.0301,60
Spain,34,ESP,347171,0.0301,60
Spain,34,ESP,347177,0.0301,60
Spain,34,ESP,3472,0.0301,60
Spain,34,ESP,347221,0.0301,60
Spain,34,ESP,347222,0.0301,60
Spain,34,ESP,347223,0.0301,60
Spain,34,ESP,347224,0.0301,60
Spain,34,ESP,347225,0.0301,60
Spain,34,ESP,347227,0.0301,60
Spain,34,ESP,347277,0.0301,60
Spain,34,ESP,3473,0.0301,60
Spain,34,ESP,3474,0.0301,60
Spain,34,ESP,347444,0.0301,60
Spain,34,ESP,347477,0.0301,60
Spain,34,ESP,347478,0.0301,60
Spain,34,ESP,3480,0.00742,60
Spain,34,ESP,34902,0.5047,60
Spain,34,ESP,34904,0.0151,60
Spain,34,ESP,358295,0.06591,60
Spain,34,ESP,358700,0.06591,60
Spain,34,ESP,371258,0.52767,60
Spain,34,ESP,37165185,0.20449,60
Estonia,372,EST,37164215,0.20449,60
Estonia,372,EST,3716521,0.20449,60
Estonia,372,EST,3716528,0.20449,60
Estonia,372,EST,37165714,0.20449,60
Estonia,372,EST,37165716,0.20449,60
Estonia,372,EST,37168617,0.20449,60
Estonia,372,EST,372,0.02132,60
Estonia,372,EST,37240,0.79677,60
Estonia,372,EST,3725,0.44369,60
Estonia,372,EST,37250,0.37882,60
Estonia,372,EST,37251,0.37882,60
Estonia,372,EST,37252,0.37882,60
Estonia,372,EST,372530,0.37882,60
Estonia,372,EST,372531,0.61425,60
Estonia,372,EST,372531025,0.65,60
Estonia,372,EST,37253103386,0.65,60
Estonia,372,EST,372531046,0.65,60
Estonia,372,EST,372531083,0.65,60
Estonia,372,EST,3.73E+11,0.65,60
Estonia,372,EST,37253125,0.65,60
Estonia,372,EST,3725312917,0.65,60
Estonia,372,EST,3725312919,0.65,60
Estonia,372,EST,37253151,0.65,60
Estonia,372,EST,37253158,0.65,60
Estonia,372,EST,372532,0.61425,60
Estonia,372,EST,37253225,0.39585,60
Estonia,372,EST,37253226,0.39585,60
Estonia,372,EST,37253229,0.39585,60
Estonia,372,EST,3725323,0.37882,60
Estonia,372,EST,3725324,0.37882,60
Estonia,372,EST,37253264,0.39585,60
Estonia,372,EST,37253267,0.39585,60
Estonia,372,EST,37253268,0.39585,60
Estonia,372,EST,37253269,0.39585,60
Estonia,372,EST,37253284,0.39585,60
Estonia,372,EST,37253285,0.39585,60
Estonia,372,EST,37253292,0.39585,60
Estonia,372,EST,372532930,0.39585,60
Estonia,372,EST,372532931,0.39585,60
Estonia,372,EST,372532932,0.39585,60
Estonia,372,EST,372532933,0.39585,60
Estonia,372,EST,372532934,0.39585,60
Estonia,372,EST,3725330,0.37882,60
Estonia,372,EST,3725331,0.37882,60
Estonia,372,EST,37253318,0.37882,60
Estonia,372,EST,37253319,0.37882,60
Estonia,372,EST,3725332,0.37882,60
Estonia,372,EST,37253330,0.39585,60
Estonia,372,EST,37253331,0.39585,60
Estonia,372,EST,37253332,0.39585,60
Estonia,372,EST,37253333,0.39585,60
Estonia,372,EST,37253334,0.39585,60
Estonia,372,EST,37253335,0.39585,60
Estonia,372,EST,37253337,0.39585,60
Estonia,372,EST,37253338,0.39585,60
Estonia,372,EST,37253339,0.39585,60
Estonia,372,EST,3725334,0.61425,60
Estonia,372,EST,37253340,0.39585,60
Estonia,372,EST,37253341,0.39585,60
Estonia,372,EST,37253345,0.39585,60
Estonia,372,EST,3725335,0.61425,60
Estonia,372,EST,37253358,0.39585,60
Estonia,372,EST,37253359,0.39585,60
Estonia,372,EST,3725336,0.61425,60
Estonia,372,EST,37253363,0.39585,60
Estonia,372,EST,37253364,0.39585,60
Estonia,372,EST,37253365,0.39585,60
Estonia,372,EST,37253366,0.39585,60
Estonia,372,EST,3725337,0.61425,60
Estonia,372,EST,37253375,0.61425,60
Estonia,372,EST,372534,0.37882,60
Estonia,372,EST,372535,0.37882,60
Estonia,372,EST,3725360,0.37882,60
Estonia,372,EST,3725361,0.37882,60
Estonia,372,EST,3725362,0.37882,60
Estonia,372,EST,3725363,0.37882,60
Estonia,372,EST,3725364,0.37882,60
Estonia,372,EST,3725365,0.37882,60
Estonia,372,EST,3725366,0.37882,60
Estonia,372,EST,3725367,0.37882,60
Estonia,372,EST,3725368,0.61425,60
Estonia,372,EST,37253680,0.39585,60
Estonia,372,EST,37253681,0.39585,60
Estonia,372,EST,37253682,0.39585,60
Estonia,372,EST,372536830,0.39585,60
Estonia,372,EST,372536831,0.39585,60
Estonia,372,EST,372537,0.37882,60
Estonia,372,EST,372538,0.37882,60
Estonia,372,EST,372539,0.37882,60
Estonia,372,EST,372540,0.61425,60
Estonia,372,EST,37254004,0.39585,60
Estonia,372,EST,37254005,0.39585,60
Estonia,372,EST,37254110,0.39585,60
Estonia,372,EST,3725411193,0.65,60
Estonia,372,EST,3725411194,0.65,60
Estonia,372,EST,37254135,0.65,60
Estonia,372,EST,37254145,0.39585,60
Estonia,372,EST,37254149,0.65,60
Estonia,372,EST,37254173,0.39585,60
Estonia,372,EST,37254174,0.39585,60
Estonia,372,EST,37254175,0.39585,60
Estonia,372,EST,37254176,0.39585,60
Estonia,372,EST,372542,0.61425,60
Estonia,372,EST,372543,0.61425,60
Estonia,372,EST,372544,0.61425,60
Estonia,372,EST,3725450,0.61425,60
Estonia,372,EST,37254501,0.39585,60
Estonia,372,EST,37254502,0.39585,60
Estonia,372,EST,3725452,0.61425,60
Estonia,372,EST,3725453,0.61425,60
Estonia,372,EST,3725455,0.61425,60
Estonia,372,EST,3725456,0.37882,60
Estonia,372,EST,3725457,0.37882,60
Estonia,372,EST,3725458,0.37882,60
Estonia,372,EST,3725459,0.37882,60
Estonia,372,EST,3725460,0.61425,60
Estonia,372,EST,3725461,0.37882,60
Estonia,372,EST,3725462,0.37882,60
Estonia,372,EST,3725466,0.61425,60
Estonia,372,EST,3725468,0.61425,60
Estonia,372,EST,3725469,0.61425,60
Estonia,372,EST,372547,0.61425,60
Estonia,372,EST,372548,0.61425,60
Estonia,372,EST,372549,0.61425,60
Estonia,372,EST,37255,0.39585,60
Estonia,372,EST,37256,0.37882,60
Estonia,372,EST,37256000,0.37882,60
Estonia,372,EST,37256001,0.37882,60
Estonia,372,EST,372560020,0.37882,60
Estonia,372,EST,372560021,0.37882,60
Estonia,372,EST,372560022,0.37882,60
Estonia,372,EST,372560024,0.37882,60
Estonia,372,EST,372560025,0.37882,60
Estonia,372,EST,372560026,0.37882,60
Estonia,372,EST,372560027,0.37882,60
Estonia,372,EST,372560028,0.37882,60
Estonia,372,EST,372560029,0.37882,60
Estonia,372,EST,37256003,0.37882,60
Estonia,372,EST,37256004,0.37882,60
Estonia,372,EST,37256005,0.37882,60
Estonia,372,EST,37256006,0.37882,60
Estonia,372,EST,37256007,0.37882,60
Estonia,372,EST,37256008,0.37882,60
Estonia,372,EST,37256009,0.37882,60
Estonia,372,EST,3725601,0.37882,60
Estonia,372,EST,3725602,0.37882,60
Estonia,372,EST,3725603,0.37882,60
Estonia,372,EST,3725604,0.37882,60
Estonia,372,EST,3725605,0.37882,60
Estonia,372,EST,3725606,0.37882,60
Estonia,372,EST,3725607,0.37882,60
Estonia,372,EST,3725608,0.37882,60
Estonia,372,EST,3725609,0.37882,60
Estonia,372,EST,372561,0.37882,60
Estonia,372,EST,3725610,0.37882,60
Estonia,372,EST,37256110,0.37882,60
Estonia,372,EST,37256111,0.37882,60
Estonia,372,EST,37256112,0.37882,60
Estonia,372,EST,37256113,0.37882,60
Estonia,372,EST,37256114,0.61425,60
Estonia,372,EST,37256115,0.37882,60
Estonia,372,EST,37256116,0.37882,60
Estonia,372,EST,37256117,0.37882,60
Estonia,372,EST,37256118,0.37882,60
Estonia,372,EST,37256119,0.37882,60
Estonia,372,EST,3725612,0.37882,60
Estonia,372,EST,3725613,0.37882,60
Estonia,372,EST,3725614,0.37882,60
Estonia,372,EST,3725615,0.37882,60
Estonia,372,EST,3725616,0.37882,60
Estonia,372,EST,3725617,0.37882,60
Estonia,372,EST,3725618,0.37882,60
Estonia,372,EST,3725619,0.37882,60
Estonia,372,EST,372562,0.37882,60
Estonia,372,EST,372563,0.37882,60
Estonia,372,EST,372564,0.37882,60
Estonia,372,EST,372565,0.37882,60
Estonia,372,EST,372566,0.37882,60
Estonia,372,EST,372567,0.37882,60
Estonia,372,EST,372568,0.37882,60
Estonia,372,EST,372569,0.37882,60
Estonia,372,EST,372570,0.61425,60
Estonia,372,EST,372571,0.61425,60
Estonia,372,EST,372572,0.61425,60
Estonia,372,EST,372573,0.61425,60
Estonia,372,EST,3725740,0.37882,60
Estonia,372,EST,3725741,0.37882,60
Estonia,372,EST,3725742,0.37882,60
Estonia,372,EST,3725743,0.37882,60
Estonia,372,EST,3725744,0.37882,60
Estonia,372,EST,37257450,0.39585,60
Estonia,372,EST,37257466,0.65,60
Estonia,372,EST,37257469,0.65,60
Estonia,372,EST,3725749,0.61425,60
Estonia,372,EST,37257493,0.39585,60
Estonia,372,EST,37257494,0.39585,60
Estonia,372,EST,372574950,0.39585,60
Estonia,372,EST,372574951,0.39585,60
Estonia,372,EST,372574952,0.39585,60
Estonia,372,EST,372574953,0.39585,60
Estonia,372,EST,372574954,0.39585,60
Estonia,372,EST,372575,0.61425,60
Estonia,372,EST,37257501,0.39585,60
Estonia,372,EST,37257502,0.39585,60
Estonia,372,EST,37257503,0.39585,60
Estonia,372,EST,37257570,0.39585,60
Estonia,372,EST,372576,0.61425,60
Estonia,372,EST,372577,0.61425,60
Estonia,372,EST,37257702,0.39585,60
Estonia,372,EST,37257703,0.39585,60
Estonia,372,EST,37257704,0.39585,60
Estonia,372,EST,37257705,0.39585,60
Estonia,372,EST,3725780,0.37882,60
Estonia,372,EST,3725781,0.37882,60
Estonia,372,EST,3725782,0.37882,60
Estonia,372,EST,3725783,0.37882,60
Estonia,372,EST,3725784,0.37882,60
Estonia,372,EST,3725785,0.37882,60
Estonia,372,EST,3725786,0.37882,60
Estonia,372,EST,3725787,0.37882,60
Estonia,372,EST,37257880,0.39585,60
Estonia,372,EST,37257887,0.39585,60
Estonia,372,EST,37257888,0.39585,60
Estonia,372,EST,372578887,0.39585,60
Estonia,372,EST,372578888,0.39585,60
Estonia,372,EST,372578889,0.39585,60
Estonia,372,EST,37257889,0.39585,60
Estonia,372,EST,372579,0.61425,60
Estonia,372,EST,37258,0.44369,60
Estonia,372,EST,372580,0.39585,60
Estonia,372,EST,372581,0.39585,60
Estonia,372,EST,372582,0.39585,60
Estonia,372,EST,372583,0.39585,60
Estonia,372,EST,372584,0.39585,60
Estonia,372,EST,3725840,0.39585,60
Estonia,372,EST,3725841,0.39585,60
Estonia,372,EST,3725842,0.39585,60
Estonia,372,EST,3725843,0.39585,60
Estonia,372,EST,3725844,0.39585,60
Estonia,372,EST,37258450,0.39585,60
Estonia,372,EST,37258451,0.39585,60
Estonia,372,EST,37258452,0.39585,60
Estonia,372,EST,37258453,0.39585,60
Estonia,372,EST,37258454,0.39585,60
Estonia,372,EST,37258455,0.39585,60
Estonia,372,EST,37258456,0.61893,60
Estonia,372,EST,37258457,0.39585,60
Estonia,372,EST,37258458,0.39585,60
Estonia,372,EST,37258459,0.39585,60
Estonia,372,EST,3725846,0.39585,60
Estonia,372,EST,3725847,0.39585,60
Estonia,372,EST,3725848,0.39585,60
Estonia,372,EST,3725849,0.39585,60
Estonia,372,EST,372585,0.44369,60
Estonia,372,EST,3725854,0.39585,60
Estonia,372,EST,3725855,0.39585,60
Estonia,372,EST,3725856,0.39585,60
Estonia,372,EST,3725857,0.39585,60
Estonia,372,EST,3725859,0.39585,60
Estonia,372,EST,372586,0.39585,60
Estonia,372,EST,3725860,0.39585,60
Estonia,372,EST,3725861,0.39585,60
Estonia,372,EST,3725862,0.61425,60
Estonia,372,EST,37258620,0.7306,60
Estonia,372,EST,3725863,0.39585,60
Estonia,372,EST,3725864,0.39585,60
Estonia,372,EST,3725865,0.39585,60
Estonia,372,EST,3725866,0.39585,60
Estonia,372,EST,3725867,0.39585,60
Estonia,372,EST,3725868,0.39585,60
Estonia,372,EST,3725869,0.39585,60
Estonia,372,EST,372587,0.39585,60
Estonia,372,EST,372588,0.61425,60
Estonia,372,EST,3725880,0.39585,60
Estonia,372,EST,37258820,0.7306,60
Estonia,372,EST,3725883,0.39585,60
Estonia,372,EST,3725884,0.39585,60
Estonia,372,EST,3725885,0.39585,60
Estonia,372,EST,3725886,0.39585,60
Estonia,372,EST,3725887,0.39585,60
Estonia,372,EST,37258888,0.39585,60
Estonia,372,EST,37258889,0.39585,60
Estonia,372,EST,3725889,0.39585,60
Estonia,372,EST,372589,0.61425,60
Estonia,372,EST,3725890,0.39585,60
Estonia,372,EST,3725891,0.37882,60
Estonia,372,EST,3725892,0.39585,60
Estonia,372,EST,3725893,0.39585,60
Estonia,372,EST,3725894,0.39585,60
Estonia,372,EST,3725895,0.39585,60
Estonia,372,EST,3725897,0.61425,60
Estonia,372,EST,37258990,0.7306,60
Estonia,372,EST,37258991,0.7306,60
Estonia,372,EST,37258992,0.7306,60
Estonia,372,EST,372590,0.37882,60
Estonia,372,EST,3725910,0.37882,60
Estonia,372,EST,3725911,0.37882,60
Estonia,372,EST,37259121,0.7306,60
Estonia,372,EST,37259122,0.7306,60
Estonia,372,EST,37259123,0.39585,60
Estonia,372,EST,37259124,0.39585,60
Estonia,372,EST,37259125,0.39585,60
Estonia,372,EST,37259126,0.39585,60
Estonia,372,EST,37259127,0.39585,60
Estonia,372,EST,37259128,0.39585,60
Estonia,372,EST,37259129,0.39585,60
Estonia,372,EST,37259145,0.39585,60
Estonia,372,EST,37259146,0.39585,60
Estonia,372,EST,37259147,0.39585,60
Estonia,372,EST,37259148,0.39585,60
Estonia,372,EST,37259149,0.39585,60
Estonia,372,EST,3725915,0.39585,60
Estonia,372,EST,3725916,0.39585,60
Estonia,372,EST,3725917,0.39585,60
Estonia,372,EST,3725918,0.39585,60
Estonia,372,EST,37259188,0.39585,60
Estonia,372,EST,3725919,0.39585,60
Estonia,372,EST,372592,0.61425,60
Estonia,372,EST,372593,0.61425,60
Estonia,372,EST,372594,0.61425,60
Estonia,372,EST,37259441982,0.65,60
Estonia,372,EST,37259441983,0.65,60
Estonia,372,EST,37259441984,0.65,60
Estonia,372,EST,37259441985,0.65,60
Estonia,372,EST,37259441986,0.65,60
Estonia,372,EST,37259441987,0.65,60
Estonia,372,EST,37259441988,0.65,60
Estonia,372,EST,37259441989,0.65,60
Estonia,372,EST,3725944199,0.65,60
Estonia,372,EST,372595,0.61425,60
Estonia,372,EST,372596,0.61425,60
Estonia,372,EST,372597,0.61425,60
Estonia,372,EST,372598,0.61425,60
Estonia,372,EST,372599,0.61425,60
Estonia,372,EST,3725995,0.65,60
Estonia,372,EST,3725999568,0.65,60
Estonia,372,EST,3725999569,0.65,60
Estonia,372,EST,372599957,0.65,60
Estonia,372,EST,3725999580,0.65,60
Estonia,372,EST,3725999581,0.65,60
Estonia,372,EST,3725999582,0.65,60
Estonia,372,EST,3725999583,0.65,60
Estonia,372,EST,3725999584,0.65,60
Estonia,372,EST,3725999585,0.65,60
Estonia,372,EST,3725999586,0.65,60
Estonia,372,EST,3725999587,0.65,60
Estonia,372,EST,3725999588,0.65,60
Estonia,372,EST,37270,0.79677,60
Estonia,372,EST,3728,0.4593,60
Estonia,372,EST,37280,0.0325,60
Estonia,372,EST,37281,0.61425,60
Estonia,372,EST,3728101,0.61425,60
Estonia,372,EST,3728102,0.61425,60
Estonia,372,EST,37281133,0.65,60
Estonia,372,EST,37281800,0.65,60
Estonia,372,EST,372818470,0.65,60
Estonia,372,EST,37282,0.61425,60
Estonia,372,EST,37282009,0.61425,60
Estonia,372,EST,37282010,0.65,60
Estonia,372,EST,37282011,0.39585,60
Estonia,372,EST,37282012,0.39585,60
Estonia,372,EST,37282013,0.39585,60
Estonia,372,EST,37282014,0.39585,60
Estonia,372,EST,37282015,0.39585,60
Estonia,372,EST,37282016,0.39585,60
Estonia,372,EST,37282020,0.39585,60
Estonia,372,EST,3728204,0.61425,60
Estonia,372,EST,37282056,0.61425,60
Estonia,372,EST,37282057,0.61425,60
Estonia,372,EST,37282058,0.61425,60
Estonia,372,EST,37282059,0.61425,60
Estonia,372,EST,3728206,0.61425,60
Estonia,372,EST,37282070,0.61425,60
Estonia,372,EST,37282071,0.61425,60
Estonia,372,EST,37282072,0.61425,60
Estonia,372,EST,37282073,0.61425,60
Estonia,372,EST,37282074,0.61425,60
Estonia,372,EST,37282075,0.61425,60
Estonia,372,EST,37282101,0.61425,60
Estonia,372,EST,3728216,0.39585,60
Estonia,372,EST,3728217,0.39585,60
Estonia,372,EST,3728218,0.39585,60
Estonia,372,EST,3728219,0.61425,60
Estonia,372,EST,37282199,0.39585,60
Estonia,372,EST,37282200,0.65,60
Estonia,372,EST,37282301,0.61425,60
Estonia,372,EST,37282489,0.61425,60
Estonia,372,EST,37282500,0.65,60
Estonia,372,EST,37282501,0.65,60
Estonia,372,EST,37282541,0.61425,60
Estonia,372,EST,37282542,0.65,60
Estonia,372,EST,372827,0.61425,60
Estonia,372,EST,37282782,0.65,60
Estonia,372,EST,37282801,0.61425,60
Estonia,372,EST,372830,0.37882,60
Estonia,372,EST,372831,0.37882,60
Estonia,372,EST,372832,0.37882,60
Estonia,372,EST,372833,0.37882,60
Estonia,372,EST,372834,0.37882,60
Estonia,372,EST,37285,0.37011,60
Estonia,372,EST,37286,0.0325,60
Estonia,372,EST,37289,0.0325,60
Estonia,372,EST,3729008,0.51896,60
Ethiopia,251,ETH,251,0.3255,60
Ethiopia,251,ETH,25111,0.3255,60
Ethiopia,251,ETH,25112,0.3255,60
Ethiopia,251,ETH,25161,0.3255,60
Ethiopia,251,ETH,25191,0.3255,60
Ethiopia,251,ETH,251910,0.3255,60
Ethiopia,251,ETH,251911,0.3255,60
Ethiopia,251,ETH,251912,0.3255,60
Ethiopia,251,ETH,251913,0.3255,60
Ethiopia,251,ETH,251919,0.3255,60
Ethiopia,251,ETH,251920,0.3255,60
Ethiopia,251,ETH,251921,0.3255,60
Ethiopia,251,ETH,251922,0.3255,60
Ethiopia,251,ETH,251923,0.3255,60
Ethiopia,251,ETH,251924,0.3255,60
Ethiopia,251,ETH,251925,0.3255,60
Ethiopia,251,ETH,251926,0.3255,60
Ethiopia,251,ETH,251927,0.3255,60
Ethiopia,251,ETH,251928,0.3255,60
Ethiopia,251,ETH,251929,0.3255,60
Ethiopia,251,ETH,25193,0.3255,60
Ethiopia,251,ETH,251940,0.3255,60
Ethiopia,251,ETH,251958,0.3255,60
Ethiopia,251,ETH,2519580,0.3255,60
Ethiopia,251,ETH,2519581,0.3255,60
Ethiopia,251,ETH,2519582,0.3255,60
Ethiopia,251,ETH,2519583,0.3255,60
Ethiopia,251,ETH,251959,0.3255,60
Finland,358,FIN,3468,0.01703,60
Finland,358,FIN,34694,0.0182,60
Finland,358,FIN,358,0.0629,60
Finland,358,FIN,35810,0.0838,60
Finland,358,FIN,35820,0.0838,60
Finland,358,FIN,35829,0.0838,60
Finland,358,FIN,358299,0.0722,60
Finland,358,FIN,35830,0.0838,60
Finland,358,FIN,3584,0.0722,60
Finland,358,FIN,35840,0.0722,60
Finland,358,FIN,35841,0.0722,60
Finland,358,FIN,35842,0.0722,60
Finland,358,FIN,3584320,0.0722,60
Finland,358,FIN,3584321,0.0722,60
Finland,358,FIN,358436,0.0722,60
Finland,358,FIN,358438,0.0722,60
Finland,358,FIN,35844,0.0722,60
Finland,358,FIN,358451,0.0722,60
Finland,358,FIN,358452,0.0722,60
Finland,358,FIN,358453,0.0722,60
Finland,358,FIN,3584541,0.0722,60
Finland,358,FIN,3584547,0.0722,60
Finland,358,FIN,358456,0.0722,60
Finland,358,FIN,3584574,0.0722,60
Finland,358,FIN,3584576,0.0722,60
Finland,358,FIN,3584577,0.0722,60
Finland,358,FIN,3584578,0.0722,60
Finland,358,FIN,3584579,0.0722,60
Finland,358,FIN,358458,0.0722,60
Finland,358,FIN,35846,0.0722,60
Finland,358,FIN,3584944,0.0722,60
Finland,358,FIN,35850,0.0722,60
Finland,358,FIN,35860,0.0838,60
Finland,358,FIN,3587,0.0838,60
Finland,358,FIN,358704,0.06591,60
Finland,358,FIN,358705,0.06591,60
Finland,358,FIN,358707,0.06591,60
Finland,358,FIN,358708,0.06591,60
Finland,358,FIN,358709,0.06591,60
Finland,358,FIN,35871,0.0962,60
Finland,358,FIN,358800,0.0838,60
Finland,358,FIN,3589,0.0631,60
Finland,358,FIN,371238,0.52767,60
Finland,358,FIN,37162504,0.13923,60
Finland,358,FIN,37162505,0.13923,60
Finland,358,FIN,37163774,0.20449,60
Finland,358,FIN,37166044,0.06994,60
Finland,358,FIN,37166045,0.06994,60
Finland,358,FIN,37166048,0.20449,60
Finland,358,FIN,9050120,0.16081,60
Finland,358,FIN,9050121,0.16081,60
Finland,358,FIN,9050122,0.16081,60
Finland,358,FIN,9050123,0.16081,60
Finland,358,FIN,9050124,0.16081,60
Finland,358,FIN,9050125,0.16081,60
Finland,358,FIN,9050126,0.16081,60
Fiji,679,FJI,679,0.2363,60
Fiji,679,FJI,6797,0.2363,60
Fiji,679,FJI,67980,0.2363,60
Fiji,679,FJI,67983,0.2363,60
Fiji,679,FJI,67984,0.2363,60
Fiji,679,FJI,67986,0.2363,60
Fiji,679,FJI,67987,0.2363,60
Fiji,679,FJI,67989,0.2363,60
Fiji,679,FJI,6799,0.2363,60
Falkland Islands (Malvinas),500,FLK,500,2.1955,60
France,33,FRA,33,0.01105,60
France,33,FRA,331,0.01105,60
France,33,FRA,33100,0.01105,60
France,33,FRA,3310001,0.00767,60
France,33,FRA,3310003,0.00767,60
France,33,FRA,3310004,0.00767,60
France,33,FRA,3310005,0.00767,60
France,33,FRA,3310006,0.00767,60
France,33,FRA,3310007,0.00767,60
France,33,FRA,3310008,0.00767,60
France,33,FRA,3310009,0.00767,60
France,33,FRA,331001,0.00767,60
France,33,FRA,3310010,0.00767,60
France,33,FRA,3310011,0.00767,60
France,33,FRA,3310012,0.00767,60
France,33,FRA,3310014,0.00767,60
France,33,FRA,3310015,0.00767,60
France,33,FRA,3310016,0.00767,60
France,33,FRA,3310017,0.00767,60
France,33,FRA,3310018,0.00767,60
France,33,FRA,3310019,0.00767,60
France,33,FRA,3310021,0.00767,60
France,33,FRA,3310022,0.00767,60
France,33,FRA,3310023,0.00767,60
France,33,FRA,3310024,0.00767,60
France,33,FRA,3310025,0.00767,60
France,33,FRA,3310026,0.00767,60
France,33,FRA,3310027,0.00767,60
France,33,FRA,3310028,0.00767,60
France,33,FRA,3310029,0.00767,60
France,33,FRA,331003,0.00767,60
France,33,FRA,331004,0.00767,60
France,33,FRA,3310041,0.00767,60
France,33,FRA,3310042,0.00767,60
France,33,FRA,331005,0.00767,60
France,33,FRA,331006,0.00767,60
France,33,FRA,3310060,0.00767,60
France,33,FRA,3310061,0.00767,60
France,33,FRA,3310062,0.00767,60
France,33,FRA,3310063,0.00767,60
France,33,FRA,3310064,0.00767,60
France,33,FRA,3310065,0.00767,60
France,33,FRA,3310067,0.00767,60
France,33,FRA,3310069,0.00767,60
France,33,FRA,331007,0.00767,60
France,33,FRA,3310070,0.00767,60
France,33,FRA,3310071,0.00767,60
France,33,FRA,3310072,0.00767,60
France,33,FRA,3310073,0.00767,60
France,33,FRA,3310074,0.00767,60
France,33,FRA,3310075,0.00767,60
France,33,FRA,3310076,0.00767,60
France,33,FRA,3310077,0.00767,60
France,33,FRA,3310078,0.01105,60
France,33,FRA,3310079,0.01105,60
France,33,FRA,331008,0.00767,60
France,33,FRA,3310080,0.00767,60
France,33,FRA,3310083,0.00767,60
France,33,FRA,3310084,0.00767,60
France,33,FRA,3310085,0.00767,60
France,33,FRA,3310086,0.00767,60
France,33,FRA,3310087,0.00767,60
France,33,FRA,3310088,0.00767,60
France,33,FRA,3310089,0.00767,60
France,33,FRA,331009,0.00767,60
France,33,FRA,33101,0.00767,60
France,33,FRA,3310100,0.00767,60
France,33,FRA,3310101,0.00767,60
France,33,FRA,3310102,0.00767,60
France,33,FRA,3310103,0.00767,60
France,33,FRA,3310104,0.00767,60
France,33,FRA,3310105,0.00767,60
France,33,FRA,3310106,0.00767,60
France,33,FRA,3310107,0.01105,60
France,33,FRA,3310108,0.00767,60
France,33,FRA,3310109,0.00767,60
France,33,FRA,3310110,0.00767,60
France,33,FRA,3310111,0.01105,60
France,33,FRA,3310112,0.00767,60
France,33,FRA,3310113,0.00767,60
France,33,FRA,3310114,0.00767,60
France,33,FRA,3310115,0.00767,60
France,33,FRA,3310116,0.00767,60
France,33,FRA,3310117,0.00767,60
France,33,FRA,3310118,0.00767,60
France,33,FRA,3310119,0.00767,60
France,33,FRA,3310120,0.00767,60
France,33,FRA,3310121,0.01105,60
France,33,FRA,3310122,0.00767,60
France,33,FRA,3310123,0.00767,60
France,33,FRA,3310124,0.00767,60
France,33,FRA,3310125,0.00767,60
France,33,FRA,3310126,0.00767,60
France,33,FRA,3310127,0.00767,60
France,33,FRA,3310128,0.00767,60
France,33,FRA,3310129,0.00767,60
France,33,FRA,331013,0.00767,60
France,33,FRA,331014,0.00767,60
France,33,FRA,331015,0.00767,60
France,33,FRA,3310160,0.00767,60
France,33,FRA,3310161,0.00767,60
France,33,FRA,3310162,0.00767,60
France,33,FRA,3310163,0.00767,60
France,33,FRA,3310164,0.00767,60
France,33,FRA,3310165,0.00767,60
France,33,FRA,3310177,0.00767,60
France,33,FRA,331019,0.00767,60
France,33,FRA,33102,0.00767,60
France,33,FRA,331022,0.00767,60
France,33,FRA,331023,0.00767,60
France,33,FRA,331024,0.00767,60
France,33,FRA,331025,0.00767,60
France,33,FRA,3310260,0.00767,60
France,33,FRA,3310266,0.01105,60
France,33,FRA,331028,0.00767,60
France,33,FRA,331029,0.00767,60
France,33,FRA,33103,0.00767,60
France,33,FRA,331030,0.00767,60
France,33,FRA,331031,0.00767,60
France,33,FRA,331032,0.00767,60
France,33,FRA,331033,0.00767,60
France,33,FRA,331036,0.01105,60
France,33,FRA,33104,0.00767,60
France,33,FRA,331040,0.00767,60
France,33,FRA,331041,0.00767,60
France,33,FRA,331042,0.00767,60
France,33,FRA,331043,0.00767,60
France,33,FRA,331044,0.00767,60
France,33,FRA,331046,0.01105,60
France,33,FRA,331047,0.01105,60
France,33,FRA,331048,0.01105,60
France,33,FRA,3310499,0.01105,60
France,33,FRA,331086,0.00767,60
France,33,FRA,331087,0.00767,60
France,33,FRA,331088,0.00767,60
France,33,FRA,3310880,0.00767,60
France,33,FRA,3310881,0.00767,60
France,33,FRA,331089,0.00767,60
France,33,FRA,3310892,0.00767,60
France,33,FRA,33109,0.00767,60
France,33,FRA,331096,0.01105,60
France,33,FRA,331097,0.00767,60
France,33,FRA,3310981,0.01105,60
France,33,FRA,3310988,0.00767,60
France,33,FRA,3310991,0.01105,60
France,33,FRA,3310999,0.00767,60
